"Rank","Name","Country","D_Score","E_Score","Penalty","Score","Round","Date","Apparatus","Gender","Competition"
2,"Sandra Izbașa","Romania",6.1,9.4,NA,15.5,"qual",2012-08-05,"VT1","w","Olympic Games"
2,"Sandra Izbașa","Romania",5.8,9.333,NA,15.133,"qual",2012-08-05,"VT2","w","Olympic Games"
3,"Maria Paseka","Russia",6.5,9.033,NA,15.533,"qual",2012-08-05,"VT1","w","Olympic Games"
3,"Maria Paseka","Russia",5.6,8.966,NA,14.566,"qual",2012-08-05,"VT2","w","Olympic Games"
4,"Oksana Chusovitina","Germany",6.3,8.833,0.1,15.033,"qual",2012-08-05,"VT1","w","Olympic Games"
4,"Oksana Chusovitina","Germany",5.5,9.083,NA,14.583,"qual",2012-08-05,"VT2","w","Olympic Games"
5,"Yamilet Peña","Dominican Republic",7.1,7.833,NA,14.933,"qual",2012-08-05,"VT1","w","Olympic Games"
5,"Yamilet Peña","Dominican Republic",5.8,8.666,NA,14.466,"qual",2012-08-05,"VT2","w","Olympic Games"
6,"Janine Berger","Germany",6.3,7.833,NA,14.133,"qual",2012-08-05,"VT1","w","Olympic Games"
6,"Janine Berger","Germany",6,8.833,NA,14.833,"qual",2012-08-05,"VT2","w","Olympic Games"
7,"Brittany Rogers","Canada",5.8,8.866,NA,14.666,"qual",2012-08-05,"VT1","w","Olympic Games"
7,"Brittany Rogers","Canada",5.6,8.7,NA,14.3,"qual",2012-08-05,"VT2","w","Olympic Games"
8,"Ellie Black","Canada",6.3,8.5,NA,14.8,"qual",2012-08-05,"VT1","w","Olympic Games"
8,"Ellie Black","Canada",5.2,8.733,NA,13.933,"qual",2012-08-05,"VT2","w","Olympic Games"
1,"McKayla Maroney","United States",6.3,9.5,NA,15.8,"qual",2012-08-05,"VT","w","Olympic Games"
2,"Sandra Izbașa","Romania",5.95,9.3665,NA,15.3165,"qual",2012-08-05,"VT","w","Olympic Games"
3,"Maria Paseka","Russia",6.05,8.9995,NA,15.0495,"qual",2012-08-05,"VT","w","Olympic Games"
4,"Oksana Chusovitina","Germany",5.9,8.958,0.1,14.808,"qual",2012-08-05,"VT","w","Olympic Games"
5,"Yamilet Peña","Dominican Republic",6.45,8.2495,NA,14.6995,"qual",2012-08-05,"VT","w","Olympic Games"
6,"Janine Berger","Germany",6.15,8.333,NA,14.483,"qual",2012-08-05,"VT","w","Olympic Games"
7,"Brittany Rogers","Canada",5.7,8.783,NA,14.483,"qual",2012-08-05,"VT","w","Olympic Games"
8,"Ellie Black","Canada",5.75,8.6165,NA,14.3665,"qual",2012-08-05,"VT","w","Olympic Games"
1,"Sandra Izbașa","Romania",6.1,9.283,NA,15.383,"final",2012-08-05,"VT1","w","Olympic Games"
1,"Sandra Izbașa","Romania",5.8,9.2,NA,15,"final",2012-08-05,"VT2","w","Olympic Games"
2,"McKayla Maroney","United States",6.5,9.666,0.3,15.866,"final",2012-08-05,"VT1","w","Olympic Games"
2,"McKayla Maroney","United States",6.1,8.2,NA,14.3,"final",2012-08-05,"VT2","w","Olympic Games"
3,"Maria Paseka","Russia",6.5,8.9,NA,15.4,"final",2012-08-05,"VT1","w","Olympic Games"
3,"Maria Paseka","Russia",5.6,9.1,NA,14.7,"final",2012-08-05,"VT2","w","Olympic Games"
4,"Janine Berger","Germany",6.3,8.833,NA,15.133,"final",2012-08-05,"VT1","w","Olympic Games"
4,"Janine Berger","Germany",6,8.9,NA,14.9,"final",2012-08-05,"VT2","w","Olympic Games"
5,"Oksana Chusovitina","Germany",6.3,8.8,NA,15.1,"final",2012-08-05,"VT1","w","Olympic Games"
5,"Oksana Chusovitina","Germany",5.5,8.966,NA,14.466,"final",2012-08-05,"VT2","w","Olympic Games"
7,"Yamilet Peña","Dominican Republic",7.1,7.566,0.1,14.566,"final",2012-08-05,"VT1","w","Olympic Games"
7,"Yamilet Peña","Dominican Republic",5.8,8.666,NA,14.516,"final",2012-08-05,"VT2","w","Olympic Games"
6,"Brittany Rogers","Canada",5.8,8.966,NA,14.766,"final",2012-08-05,"VT1","w","Olympic Games"
6,"Brittany Rogers","Canada",5.6,8.6,NA,14.2,"final",2012-08-05,"VT2","w","Olympic Games"
8,"Ellie Black","Canada",0,0,NA,0,"final",2012-08-05,"VT1","w","Olympic Games"
8,"Ellie Black","Canada",0,0,NA,0,"final",2012-08-05,"VT2","w","Olympic Games"
1,"Sandra Izbașa","Romania",5.95,9.2415,NA,15.1915,"final",2012-08-05,"VT","w","Olympic Games"
2,"McKayla Maroney","United States",6.3,8.933,0.3,15.083,"final",2012-08-05,"VT","w","Olympic Games"
3,"Maria Paseka","Russia",6.05,9,NA,15.05,"final",2012-08-05,"VT","w","Olympic Games"
4,"Janine Berger","Germany",6.15,8.8665,NA,15.0165,"final",2012-08-05,"VT","w","Olympic Games"
5,"Oksana Chusovitina","Germany",5.9,8.883,NA,14.783,"final",2012-08-05,"VT","w","Olympic Games"
6,"Brittany Rogers","Canada",5.7,8.783,NA,14.483,"final",2012-08-05,"VT","w","Olympic Games"
7,"Yamilet Peña","Dominican Republic",6.45,8.116,0.1,14.541,"final",2012-08-05,"VT","w","Olympic Games"
8,"Ellie Black","Canada",0,0,NA,0,"final",2012-08-05,"VT","w","Olympic Games"
1,"Zou Kai","China",6.9,8.933,NA,15.833,"qual",2012-08-05,"FX","m","Olympic Games"
2,"Kōhei Uchimura","Japan",6.7,9.066,NA,15.766,"qual",2012-08-05,"FX","m","Olympic Games"
3,"Flavius Koczi","Romania",6.7,8.966,NA,15.666,"qual",2012-08-05,"FX","m","Olympic Games"
4,"Alexander Shatilov","Israel",6.6,9.033,NA,15.633,"qual",2012-08-05,"FX","m","Olympic Games"
4,"Jake Dalton","United States",6.6,9.033,NA,15.633,"qual",2012-08-05,"FX","m","Olympic Games"
6,"Tomás González","Chile",6.5,9.033,NA,15.533,"qual",2012-08-05,"FX","m","Olympic Games"
7,"Marcel Nguyen","Germany",6.5,8.933,NA,15.433,"qual",2012-08-05,"FX","m","Olympic Games"
8,"Denis Ablyazin","Russia",6.9,8.833,0.3,15.433,"qual",2012-08-05,"FX","m","Olympic Games"
9,"Ryōhei Katō","Japan",6.6,8.833,NA,15.433,"qual",2012-08-05,"FX","m","Olympic Games"
10,"Gaël da Silva","France",6.5,8.9,NA,15.4,"qual",2012-08-05,"FX","m","Olympic Games"
11,"Kristian Thomas","Great Britain",6.3,9.066,NA,15.366,"qual",2012-08-05,"FX","m","Olympic Games"
1,"Zou Kai","China",6.9,9.033,NA,15.933,"final",2012-08-05,"FX","m","Olympic Games"
2,"Kōhei Uchimura","Japan",6.7,9.1,NA,15.8,"final",2012-08-05,"FX","m","Olympic Games"
2,"Denis Ablyazin","Russia",7.1,8.7,NA,15.8,"final",2012-08-05,"FX","m","Olympic Games"
4,"Tomás González","Chile",6.5,8.866,NA,15.366,"final",2012-08-05,"FX","m","Olympic Games"
5,"Jake Dalton","United States",6.4,8.933,NA,15.333,"final",2012-08-05,"FX","m","Olympic Games"
5,"Alexander Shatilov","Israel",6.6,8.733,NA,15.333,"final",2012-08-05,"FX","m","Olympic Games"
7,"Flavius Koczi","Romania",6.7,8.5,0.1,15.1,"final",2012-08-05,"FX","m","Olympic Games"
8,"Marcel Nguyen","Germany",6.6,8.466,0.1,14.966,"final",2012-08-05,"FX","m","Olympic Games"
1,"Aly Raisman","United States",6.5,9.1,NA,15.6,"final",2012-08-07,"FX","w","Olympic Games"
2,"Cătălina Ponor","Romania",6.2,9,NA,15.2,"final",2012-08-07,"FX","w","Olympic Games"
3,"Aliya Mustafina","Russia",5.9,9,NA,14.9,"final",2012-08-07,"FX","w","Olympic Games"
3,"Vanessa Ferrari","Italy",6.2,8.7,NA,14.9,"final",2012-08-07,"FX","w","Olympic Games"
5,"Lauren Mitchell","Australia",6.4,8.433,NA,14.833,"final",2012-08-07,"FX","w","Olympic Games"
6,"Ksenia Afanasyeva","Russia",6.1,8.666,0.2,14.566,"final",2012-08-07,"FX","w","Olympic Games"
7,"Jordyn Wieber","United States",6.1,8.5,0.1,14.5,"final",2012-08-07,"FX","w","Olympic Games"
8,"Sandra Izbașa","Romania",5.6,8.033,0.3,13.333,"final",2012-08-07,"FX","w","Olympic Games"
1,"Aly Raisman","United States",6.5,8.825,NA,15.325,"qual",2012-08-07,"FX","w","Olympic Games"
2,"Sandra Izbașa","Romania",6.3,8.766,NA,15.066,"qual",2012-08-07,"FX","w","Olympic Games"
3,"Vanessa Ferrari","Italy",6.2,8.7,NA,14.9,"qual",2012-08-07,"FX","w","Olympic Games"
4,"Ksenia Afanasyeva","Russia",5.9,8.933,NA,14.833,"qual",2012-08-07,"FX","w","Olympic Games"
5,"Lauren Mitchell","Australia",6.3,8.533,NA,14.833,"qual",2012-08-07,"FX","w","Olympic Games"
6,"Jordyn Wieber","United States",6,8.766,0.1,14.666,"qual",2012-08-07,"FX","w","Olympic Games"
7,"Cătălina Ponor","Romania",5.9,8.7,NA,14.6,"qual",2012-08-07,"FX","w","Olympic Games"
8,"Aliya Mustafina","Russia",5.9,8.633,0.1,14.433,"qual",2012-08-07,"FX","w","Olympic Games"
9,"Beth Tweddle","Great Britain",5.8,8.633,NA,14.433,"qual",2012-08-07,"FX","w","Olympic Games"
10,"Diana Chelaru","Romania",6,8.633,0.3,14.333,"qual",2012-08-07,"FX","w","Olympic Games"
11,"Marta Pihan-Kulesza","Poland",5.9,8.433,NA,14.333,"qual",2012-08-07,"FX","w","Olympic Games"
12,"Asuka Teramoto","Japan",5.5,8.733,NA,14.233,"qual",2012-08-07,"FX","w","Olympic Games"
1,"Krisztián Berki","Hungary",6.9,9.166,NA,16.066,"final",2012-08-05,"PH","m","Olympic Games"
1,"Louis Smith","Great Britain",7,9.066,NA,16.066,"final",2012-08-05,"PH","m","Olympic Games"
3,"Max Whitlock","Great Britain",6.6,9,NA,15.6,"final",2012-08-05,"PH","m","Olympic Games"
4,"Alberto Busnari","Italy",6.6,8.8,NA,15.4,"final",2012-08-05,"PH","m","Olympic Games"
5,"Cyril Tommasone","France",6.5,8.641,NA,15.141,"final",2012-08-05,"PH","m","Olympic Games"
6,"Vitaliy Nakonechnyi","Ukraine",6.3,8.466,NA,14.766,"final",2012-08-05,"PH","m","Olympic Games"
7,"David Belyavskiy","Russia",6.3,8.433,NA,14.733,"final",2012-08-05,"PH","m","Olympic Games"
8,"Vid Hidvégi","Hungary",6.3,8,NA,14.3,"final",2012-08-05,"PH","m","Olympic Games"
1,"Arthur Zanetti","Brazil",6.8,9.1,NA,15.9,"final",2012-08-06,"SR","m","Olympic Games"
2,"Chen Yibing","China",6.8,9,NA,15.8,"final",2012-08-06,"SR","m","Olympic Games"
3,"Matteo Morandi","Italy",6.8,8.933,NA,15.733,"final",2012-08-06,"SR","m","Olympic Games"
4,"Aleksandr Balandin","Russia",6.7,8.966,NA,15.666,"final",2012-08-06,"SR","m","Olympic Games"
5,"Denis Ablyazin","Russia",6.6,9.033,NA,15.633,"final",2012-08-06,"SR","m","Olympic Games"
6,"Tommy Ramos","Puerto Rico",6.8,8.8,NA,15.6,"final",2012-08-06,"SR","m","Olympic Games"
7,"Yordan Yovchev","Bulgaria",6.6,8.508,NA,15.108,"final",2012-08-06,"SR","m","Olympic Games"
8,"Federico Molinari","Argentina",6.7,8.033,NA,14.733,"final",2012-08-06,"SR","m","Olympic Games"
1,"Feng Zhe","China",7,8.966,NA,15.966,"final",2012-08-07,"PB","m","Olympic Games"
2,"Marcel Nguyen","Germany",6.8,9,NA,15.8,"final",2012-08-07,"PB","m","Olympic Games"
3,"Hamilton Sabot","France",6.7,8.866,NA,15.566,"final",2012-08-07,"PB","m","Olympic Games"
4,"Kazuhito Tanaka","Japan",6.7,8.8,NA,15.5,"final",2012-08-07,"PB","m","Olympic Games"
5,"Daniel Corral","Mexico",6.6,8.733,NA,15.333,"final",2012-08-07,"PB","m","Olympic Games"
6,"Emin Garibov","Russia",6.5,8.8,NA,15.3,"final",2012-08-07,"PB","m","Olympic Games"
6,"Vasileios Tsolakidis","Greece",6.5,8.8,NA,15.3,"final",2012-08-07,"PB","m","Olympic Games"
8,"Yusuke Tanaka","Japan",6.4,8.7,NA,15.1,"final",2012-08-07,"PB","m","Olympic Games"
9,"Zhang Chenglong","China",6.3,7.508,NA,13.808,"final",2012-08-07,"PB","m","Olympic Games"
1,"Epke Zonderland","Netherlands",7.9,8.633,NA,16.533,"final",2012-08-07,"HB","m","Olympic Games"
2,"Fabian Hambüchen","Germany",7.5,8.9,NA,16.4,"final",2012-08-07,"HB","m","Olympic Games"
3,"Zou Kai","China",7.9,8.466,NA,16.366,"final",2012-08-07,"HB","m","Olympic Games"
4,"Zhang Chenglong","China",7.7,8.566,NA,16.266,"final",2012-08-07,"HB","m","Olympic Games"
5,"Danell Leyva","United States",7.2,8.633,NA,15.833,"final",2012-08-07,"HB","m","Olympic Games"
6,"Jonathan Horton","United States",6.8,8.666,NA,15.466,"final",2012-08-07,"HB","m","Olympic Games"
7,"Emin Garibov","Russia",7.1,8.233,NA,15.333,"final",2012-08-07,"HB","m","Olympic Games"
8,"Kim Ji-hoon","South Korea",7.1,8.033,NA,15.133,"final",2012-08-07,"HB","m","Olympic Games"
1,"Beth Tweddle","Great Britain",7,9.133,NA,16.133,"qual",2012-08-06,"UB","w","Olympic Games"
2,"He Kexin","China",7.1,8.866,NA,15.966,"qual",2012-08-06,"UB","w","Olympic Games"
3,"Viktoria Komova","Russia",7,8.833,NA,15.833,"qual",2012-08-06,"UB","w","Olympic Games"
4,"Yao Jinnan","China",6.8,8.966,NA,15.766,"qual",2012-08-06,"UB","w","Olympic Games"
5,"Aliya Mustafina","Russia",7,8.7,NA,15.7,"qual",2012-08-06,"UB","w","Olympic Games"
6,"Gabby Douglas","United States",6.6,8.733,NA,15.333,"qual",2012-08-06,"UB","w","Olympic Games"
7,"Huang Qiushuang","China",6.6,8.666,NA,15.266,"qual",2012-08-06,"UB","w","Olympic Games"
8,"Elisabeth Seitz","Germany",6.7,8.466,NA,15.166,"qual",2012-08-06,"UB","w","Olympic Games"
9,"Kōko Tsurumi","Japan",6.6,8.433,NA,15.033,"qual",2012-08-06,"UB","w","Olympic Games"
10,"Céline van Gerner","Netherlands",6.2,8.666,NA,14.866,"qual",2012-08-06,"UB","w","Olympic Games"
11,"Kyla Ross","United States",6.4,8.466,NA,14.866,"qual",2012-08-06,"UB","w","Olympic Games"
12,"Jordyn Wieber","United States",6.4,8.433,NA,14.833,"qual",2012-08-06,"UB","w","Olympic Games"
13,"Rebecca Tunney","Great Britain",6.4,8.425,NA,14.825,"qual",2012-08-06,"UB","w","Olympic Games"
1,"Aliya Mustafina","Russia",7,9.133,NA,16.133,"qual",2012-08-06,"UB","w","Olympic Games"
2,"He Kexin","China",7.1,8.833,NA,15.933,"qual",2012-08-06,"UB","w","Olympic Games"
3,"Beth Tweddle","Great Britain",7,8.916,NA,15.916,"qual",2012-08-06,"UB","w","Olympic Games"
4,"Yao Jinnan","China",6.8,8.966,NA,15.766,"qual",2012-08-06,"UB","w","Olympic Games"
5,"Viktoria Komova","Russia",7,8.666,NA,15.666,"qual",2012-08-06,"UB","w","Olympic Games"
6,"Elisabeth Seitz","Germany",6.7,8.566,NA,15.266,"qual",2012-08-06,"UB","w","Olympic Games"
7,"Kōko Tsurumi","Japan",6.4,8.566,NA,14.966,"qual",2012-08-06,"UB","w","Olympic Games"
8,"Gabby Douglas","United States",6.3,8.6,NA,14.9,"qual",2012-08-06,"UB","w","Olympic Games"
1,"Deng Linlin","China",6.6,9,NA,15.6,"final",2012-08-07,"BB","w","Olympic Games"
2,"Sui Lu","China",6.5,9,NA,15.5,"final",2012-08-07,"BB","w","Olympic Games"
3,"Aly Raisman","United States",6.3,8.766,NA,15.066,"final",2012-08-07,"BB","w","Olympic Games"
3,"Cătălina Ponor","Romania",6.6,8.466,NA,15.066,"final",2012-08-07,"BB","w","Olympic Games"
5,"Ksenia Afanasyeva","Russia",5.8,8.783,NA,14.583,"final",2012-08-07,"BB","w","Olympic Games"
6,"Larisa Iordache","Romania",6.4,7.8,NA,14.2,"final",2012-08-07,"BB","w","Olympic Games"
7,"Gabby Douglas","United States",6,7.633,NA,13.633,"final",2012-08-07,"BB","w","Olympic Games"
8,"Viktoria Komova","Russia",6.2,6.966,NA,13.166,"final",2012-08-07,"BB","w","Olympic Games"
1,"Sui Lu","China",6.4,9,NA,15.4,"qual",2012-08-07,"BB","w","Olympic Games"
2,"Viktoria Komova","Russia",6.4,8.866,NA,15.266,"qual",2012-08-07,"BB","w","Olympic Games"
3,"Gabby Douglas","United States",6.5,8.766,NA,15.266,"qual",2012-08-07,"BB","w","Olympic Games"
4,"Deng Linlin","China",6.5,8.666,NA,15.166,"qual",2012-08-07,"BB","w","Olympic Games"
5,"Aly Raisman","United States",6.4,8.7,NA,15.1,"qual",2012-08-07,"BB","w","Olympic Games"
6,"Kyla Ross","United States",6.1,8.975,NA,15.075,"qual",2012-08-07,"BB","w","Olympic Games"
7,"Ksenia Afanasyeva","Russia",5.9,9.166,NA,15.066,"qual",2012-08-07,"BB","w","Olympic Games"
8,"Cătălina Ponor","Romania",6.4,8.633,NA,15.033,"qual",2012-08-07,"BB","w","Olympic Games"
9,"Anastasia Grishina","Russia",6,8.9,NA,14.9,"qual",2012-08-07,"BB","w","Olympic Games"
10,"Diana Bulimar","Romania",6.1,8.766,NA,14.866,"qual",2012-08-07,"BB","w","Olympic Games"
11,"Larisa Iordache","Romania",6.4,8.4,NA,14.8,"qual",2012-08-07,"BB","w","Olympic Games"
12,"Aliya Mustafina","Russia",6,8.7,NA,14.7,"qual",2012-08-07,"BB","w","Olympic Games"
12,"Jordyn Wieber","United States",6,8.7,NA,14.7,"qual",2012-08-07,"BB","w","Olympic Games"
14,"Sandra Izbașa","Romania",5.8,8.8,NA,14.6,"qual",2012-08-07,"BB","w","Olympic Games"
15,"Asuka Teramoto","Japan",5.7,8.766,NA,14.466,"qual",2012-08-07,"BB","w","Olympic Games"
16,"Vanessa Ferrari","Italy",6.1,8.333,NA,14.433,"qual",2012-08-07,"BB","w","Olympic Games"
17,"Carlotta Ferlito","Italy",6,8.425,NA,14.425,"qual",2012-08-07,"BB","w","Olympic Games"
1,"Ri Se-gwang","North Korea",6.4,9,NA,15.3,"qual",2016-08-06,"VT1","m","Olympic Games"
1,"Ri Se-gwang","North Korea",6.4,9.166,NA,15.566,"qual",2016-08-06,"VT2","m","Olympic Games"
2,"Denis Ablyazin","Russia",6.4,9.1,NA,15.4,"qual",2016-08-06,"VT1","m","Olympic Games"
2,"Denis Ablyazin","Russia",6.2,9.233,NA,15.433,"qual",2016-08-06,"VT2","m","Olympic Games"
3,"Kenzō Shirai","Japan",6,9.466,NA,15.466,"qual",2016-08-06,"VT1","m","Olympic Games"
3,"Kenzō Shirai","Japan",5.6,9.5,NA,15.1,"qual",2016-08-06,"VT2","m","Olympic Games"
4,"Ihor Radivilov","Ukraine",6,9.433,NA,15.433,"qual",2016-08-06,"VT1","m","Olympic Games"
4,"Ihor Radivilov","Ukraine",6,9.233,NA,15.133,"qual",2016-08-06,"VT2","m","Olympic Games"
5,"Marian Drăgulescu","Romania",6,9.133,NA,15.133,"qual",2016-08-06,"VT1","m","Olympic Games"
5,"Marian Drăgulescu","Romania",6.2,9.333,NA,15.433,"qual",2016-08-06,"VT2","m","Olympic Games"
6,"Nikita Nagornyy","Russia",6,9.266,NA,15.266,"qual",2016-08-06,"VT1","m","Olympic Games"
6,"Nikita Nagornyy","Russia",6,9.3,NA,15.3,"qual",2016-08-06,"VT2","m","Olympic Games"
7,"Oleg Verniaiev","Ukraine",6,9.066,NA,15.066,"qual",2016-08-06,"VT1","m","Olympic Games"
7,"Oleg Verniaiev","Ukraine",6,9.3,NA,15.3,"qual",2016-08-06,"VT2","m","Olympic Games"
8,"Tomás González","Chile",6,9.233,NA,15.233,"qual",2016-08-06,"VT1","m","Olympic Games"
8,"Tomás González","Chile",5.6,9.466,NA,15.066,"qual",2016-08-06,"VT2","m","Olympic Games"
9,"Sérgio Sasaki Junior","Brazil",6,9.266,NA,15.266,"qual",2016-08-06,"VT1","m","Olympic Games"
9,"Sérgio Sasaki Junior","Brazil",6,9.066,NA,14.766,"qual",2016-08-06,"VT2","m","Olympic Games"
10,"Jacob Dalton","United States",6,9.133,NA,15.133,"qual",2016-08-06,"VT1","m","Olympic Games"
10,"Jacob Dalton","United States",6,8.433,NA,14.133,"qual",2016-08-06,"VT2","m","Olympic Games"
11,"Artur Davtyan","Armenia",6,9.4,NA,15.3,"qual",2016-08-06,"VT1","m","Olympic Games"
11,"Artur Davtyan","Armenia",6,8.133,NA,13.833,"qual",2016-08-06,"VT2","m","Olympic Games"
12,"Benjamin Gischard","Switzerland",5.2,9.1,NA,14.3,"qual",2016-08-06,"VT1","m","Olympic Games"
12,"Benjamin Gischard","Switzerland",5.6,9.133,NA,14.733,"qual",2016-08-06,"VT2","m","Olympic Games"
13,"Andrei Muntean","Romania",5.6,9.033,NA,14.633,"qual",2016-08-06,"VT1","m","Olympic Games"
13,"Andrei Muntean","Romania",5.2,9.133,NA,14.333,"qual",2016-08-06,"VT2","m","Olympic Games"
14,"Scott Morgan","Canada",5.6,9,NA,14.6,"qual",2016-08-06,"VT1","m","Olympic Games"
14,"Scott Morgan","Canada",5.6,8.841,NA,14.341,"qual",2016-08-06,"VT2","m","Olympic Games"
15,"Robert Tvorogal","Lithuania",5.2,8.933,NA,14.133,"qual",2016-08-06,"VT1","m","Olympic Games"
15,"Robert Tvorogal","Lithuania",5.6,8.266,NA,13.566,"qual",2016-08-06,"VT2","m","Olympic Games"
16,"Mikhail Koudinov","New Zealand",5.2,8.933,NA,14.133,"qual",2016-08-06,"VT1","m","Olympic Games"
16,"Mikhail Koudinov","New Zealand",4.4,9.066,NA,13.466,"qual",2016-08-06,"VT2","m","Olympic Games"
17,"Kim Han-sol","South Korea",5.2,7.433,NA,12.633,"qual",2016-08-06,"VT1","m","Olympic Games"
17,"Kim Han-sol","South Korea",6,8.966,NA,14.866,"qual",2016-08-06,"VT2","m","Olympic Games"
1,"Ri Se-gwang","North Korea",6.4,9.083,NA,15.433,"qual",2016-08-06,"VT","m","Olympic Games"
2,"Denis Ablyazin","Russia",6.3,9.1665,NA,15.4165,"qual",2016-08-06,"VT","m","Olympic Games"
3,"Kenzō Shirai","Japan",5.8,9.483,NA,15.283,"qual",2016-08-06,"VT","m","Olympic Games"
4,"Ihor Radivilov","Ukraine",6,9.333,NA,15.283,"qual",2016-08-06,"VT","m","Olympic Games"
5,"Marian Drăgulescu","Romania",6.1,9.233,NA,15.283,"qual",2016-08-06,"VT","m","Olympic Games"
6,"Nikita Nagornyy","Russia",6,9.283,NA,15.283,"qual",2016-08-06,"VT","m","Olympic Games"
7,"Oleg Verniaiev","Ukraine",6,9.183,NA,15.183,"qual",2016-08-06,"VT","m","Olympic Games"
8,"Tomás González","Chile",5.8,9.3495,NA,15.1495,"qual",2016-08-06,"VT","m","Olympic Games"
9,"Sérgio Sasaki Junior","Brazil",6,9.166,NA,15.016,"qual",2016-08-06,"VT","m","Olympic Games"
10,"Jacob Dalton","United States",6,8.783,NA,14.633,"qual",2016-08-06,"VT","m","Olympic Games"
11,"Artur Davtyan","Armenia",6,8.7665,NA,14.5665,"qual",2016-08-06,"VT","m","Olympic Games"
12,"Benjamin Gischard","Switzerland",5.4,9.1165,NA,14.5165,"qual",2016-08-06,"VT","m","Olympic Games"
13,"Andrei Muntean","Romania",5.4,9.083,NA,14.483,"qual",2016-08-06,"VT","m","Olympic Games"
14,"Scott Morgan","Canada",5.6,8.9205,NA,14.4705,"qual",2016-08-06,"VT","m","Olympic Games"
15,"Robert Tvorogal","Lithuania",5.4,8.5995,NA,13.8495,"qual",2016-08-06,"VT","m","Olympic Games"
16,"Mikhail Koudinov","New Zealand",4.8,8.9995,NA,13.7995,"qual",2016-08-06,"VT","m","Olympic Games"
17,"Kim Han-sol","South Korea",5.6,8.1995,NA,13.7495,"qual",2016-08-06,"VT","m","Olympic Games"
1,"Ri Se-gwang","North Korea",6.4,9.216,NA,15.616,"final",2016-08-15,"VT1","m","Olympic Games"
1,"Ri Se-gwang","North Korea",6.4,9.366,NA,15.766,"final",2016-08-15,"VT2","m","Olympic Games"
2,"Denis Ablyazin","Russia",6.4,9.2,NA,15.6,"final",2016-08-15,"VT1","m","Olympic Games"
2,"Denis Ablyazin","Russia",6.2,9.233,NA,15.433,"final",2016-08-15,"VT2","m","Olympic Games"
3,"Kenzō Shirai","Japan",6.4,9.433,NA,15.833,"final",2016-08-15,"VT1","m","Olympic Games"
3,"Kenzō Shirai","Japan",5.6,9.466,NA,15.066,"final",2016-08-15,"VT2","m","Olympic Games"
3,"Marian Drăgulescu","Romania",6,9.266,NA,15.266,"final",2016-08-15,"VT1","m","Olympic Games"
3,"Marian Drăgulescu","Romania",6.2,9.433,NA,15.633,"final",2016-08-15,"VT2","m","Olympic Games"
5,"Nikita Nagornyy","Russia",6,9.233,NA,15.233,"final",2016-08-15,"VT1","m","Olympic Games"
5,"Nikita Nagornyy","Russia",6,9.4,NA,15.4,"final",2016-08-15,"VT2","m","Olympic Games"
5,"Oleg Verniaiev","Ukraine",6,9.4,NA,15.4,"final",2016-08-15,"VT1","m","Olympic Games"
5,"Oleg Verniaiev","Ukraine",6,9.233,NA,15.233,"final",2016-08-15,"VT2","m","Olympic Games"
7,"Tomás González","Chile",6,9.375,NA,15.375,"final",2016-08-15,"VT1","m","Olympic Games"
7,"Tomás González","Chile",5.6,9.3,NA,14.9,"final",2016-08-15,"VT2","m","Olympic Games"
8,"Ihor Radivilov","Ukraine",7,7.933,NA,14.933,"final",2016-08-15,"VT1","m","Olympic Games"
8,"Ihor Radivilov","Ukraine",6,9.133,NA,15.133,"final",2016-08-15,"VT2","m","Olympic Games"
1,"Ri Se-gwang","North Korea",6.4,9.291,NA,15.691,"final",2016-08-15,"VT","m","Olympic Games"
2,"Denis Ablyazin","Russia",6.3,9.2165,NA,15.5165,"final",2016-08-15,"VT","m","Olympic Games"
3,"Kenzō Shirai","Japan",6,9.4495,NA,15.4495,"final",2016-08-15,"VT","m","Olympic Games"
3,"Marian Drăgulescu","Romania",6.1,9.3495,NA,15.4495,"final",2016-08-15,"VT","m","Olympic Games"
5,"Nikita Nagornyy","Russia",6,9.3165,NA,15.3165,"final",2016-08-15,"VT","m","Olympic Games"
5,"Oleg Verniaiev","Ukraine",6,9.3165,NA,15.3165,"final",2016-08-15,"VT","m","Olympic Games"
7,"Tomás González","Chile",5.8,9.3375,NA,15.1375,"final",2016-08-15,"VT","m","Olympic Games"
8,"Ihor Radivilov","Ukraine",6.5,8.533,NA,15.033,"final",2016-08-15,"VT","m","Olympic Games"
1,"Simone Biles","United States",6.3,9.7,NA,16,"qual",2016-08-14,"VT1","w","Olympic Games"
1,"Simone Biles","United States",6.4,9.7,NA,16.1,"qual",2016-08-14,"VT2","w","Olympic Games"
2,"Hong Un-jong","North Korea",6.3,9.466,NA,15.766,"qual",2016-08-14,"VT1","w","Olympic Games"
